30,20,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,7,7,7,7,1,6,6,6,6,1,0,0,0,0,
0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,7,7,7,7,1,6,6,6,6,1,0,11,0,0,
0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,7,7,7,7,1,6,6,6,6,0,0,0,0,0,
0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,7,7,7,7,1,6,6,6,6,0,0,0,12,0,
0,0,11,0,0,0,0,0,0,1,1,0,0,0,0,1,7,7,7,7,1,6,6,6,6,1,0,0,0,0,
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,7,7,7,7,1,6,6,6,6,1,0,0,0,0,
0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,7,7,7,7,1,0,0,0,0,1,0,0,0,0,
12,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,7,7,7,7,1,0,0,0,0,1,0,11,0,0,
0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,7,7,7,7,1,0,0,0,0,1,0,0,0,0,
0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,7,7,7,7,1,0,0,0,0,1,1,1,1,1,
1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,7,7,7,7,1,0,0,0,0,1,1,1,1,1,
1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,7,7,7,7,1,11,0,0,0,1,1,1,1,1,
1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,11,0,1,1,1,1,1,
1,0,0,0,0,0,0,0,0,1,1,17,17,17,17,1,0,12,0,0,1,0,0,0,0,1,1,1,1,1,
1,0,0,0,10,10,10,0,0,1,1,17,17,17,17,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,
1,0,0,0,10,10,10,0,0,1,1,17,17,17,17,1,12,0,0,0,0,0,0,0,0,1,1,1,1,1,
1,0,0,0,10,10,10,0,0,1,1,17,17,17,17,1,0,0,12,0,0,0,0,11,0,1,1,1,1,1,
1,0,0,0,10,10,10,0,0,1,1,17,17,17,17,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,
1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,
