37,25,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,17,17,17,17,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,1,0,0,0,0,0,1,1,17,17,17,17,17,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,
0,0,0,0,0,1,0,0,0,0,0,1,1,17,17,17,17,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,1,0,0,0,0,0,1,1,17,17,17,17,17,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,
1,1,1,1,1,1,0,0,0,0,0,1,1,17,17,17,17,17,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
0,0,0,0,0,1,0,0,0,0,0,1,1,17,17,17,17,17,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
0,0,0,0,0,1,0,0,0,0,0,1,1,17,17,17,17,17,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
0,0,0,0,0,1,0,0,0,0,0,1,1,17,17,17,17,17,1,0,0,0,1,0,0,0,1,0,0,0,0,0,11,0,1,0,0,
0,1,0,0,0,1,0,0,0,0,0,1,1,17,17,17,17,17,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,11,
0,1,0,0,0,1,0,0,0,0,0,1,1,17,17,17,17,17,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,
0,1,0,0,0,0,0,0,0,0,0,1,1,17,17,17,17,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,
0,1,0,0,0,0,0,0,0,0,0,1,1,17,17,17,17,17,0,0,0,0,1,0,11,0,0,0,0,0,11,0,0,0,0,0,0,
0,1,0,11,0,0,0,0,0,0,0,1,1,17,17,17,17,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,0,0,0,0,0,0,0,0,0,1,1,17,17,17,17,17,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,
0,1,0,0,0,0,0,0,0,0,0,1,1,17,17,17,17,17,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
0,1,0,0,0,1,0,0,0,0,0,1,1,17,17,17,17,17,1,0,0,0,1,0,0,0,1,0,11,0,0,0,0,0,1,0,11,
0,1,0,0,0,1,0,0,0,0,0,1,1,17,17,17,17,17,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
0,0,0,0,0,1,0,0,0,0,0,1,1,17,17,17,17,17,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
0,0,0,0,0,1,0,0,0,0,0,1,1,17,17,17,17,17,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
0,0,0,0,0,1,0,0,0,0,0,1,1,17,17,17,17,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,
1,1,1,1,1,1,0,0,0,0,0,1,1,6,7,17,17,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,1,0,0,0,0,0,1,1,17,17,17,17,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,1,0,0,0,0,0,1,1,2,3,4,5,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,
