30,20,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,11,0,1,0,0,0,1,1,1,1,1,1,1,
1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,
0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,11,0,0,1,0,0,0,11,0,0,
0,11,0,0,0,1,0,0,0,1,1,17,17,17,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,
0,0,0,0,0,1,0,0,0,1,1,17,17,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,
0,0,0,0,0,1,0,0,0,1,1,17,17,17,0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,0,
0,0,0,0,0,0,0,0,0,1,1,17,17,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,1,1,17,17,17,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,12,
0,0,0,0,0,1,0,0,0,1,1,17,17,17,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,
0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,11,0,0,
0,11,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,11,0,0,1,0,0,0,0,0,0,
0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,
1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,11,0,1,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,
